sku,ean,descricao,criado_em,atualizado_em
AL825,7908713203677,GUILHOTINA SEMI INDUSTRIAL 400 FOLHAS A3 17 POLEGADAS - CÓD: AL825 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL830,7908713205794,CAPA PROTETORA IMPERMEAVEL PRETA - CÓD: AL830 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL834,7908713208405,LUMINARIA AQUARIO CLIP 48 LED - CÓD: AL834 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL838,7908713209679,TORNEIRA CASCATA BANHEIRO MISTURADOR - CÓDIGO: AL838 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL839,7908713206043,TORNEIRA CASCATA CROMADO PARA BANHEIRO - CÓD: AL839 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL84,7908713205473,CANHÃO SLIM 12 LEDS RGB - CÓD: AL84 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL840,7908713206050,TORNEIRA CASCATA CROMADO PARA BANHEIRO BAIXA - CÓD: AL840 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL842,7908713206067,TORNEIRA BICA BANHEIRO DUPLO COMANDO COM MISTURADOR 1/4 - CÓD: AL842 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL844,7908713206074,TORNEIRA GOURMET MONOCOMANDO FRIA QUENTE CROMADA 50CM - CÓD: AL844 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL845,7908713203622,BARRAS DE APOIO - TAMANHO 40CM E 60CM - CÓD: AL845 - MARCA: LORBEN.,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL845-40,7908713210194,BARRA DE APOIO PARA BANHEIRO - CÓD.: AL845-40 - COR: PRATA - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL845-60,7908713210200,BARRA DE APOIO PARA BANHEIRO - CÓD.: AL845-60 - COR: PRATA - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL847,7908713210064,KIT 10 BROCAS DIAMANTADAS - 6 A 50MM - CÓD.: AL847 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL848,7908713212167,ALICATE HIDRAULICO PRENSA CRIMPA TERMINAL - CÓD: AL848 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL850,7908713205800,GAVETA DINHEIRO AUTOMATICA E MANUAL - CÓD: AL850 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL851-R,7908713207187,MAQUINA DE BOLINHAS COM ACIONAMENTO MANUAL - COR: VERMELHO - CÓD: AL851-R - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL852-Y,7908713209686,MAQUINA DE BOLINHAS COM ACIONAMENTO MANUAL AMARELO - CÓD.: AL852-Y - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL866,7908713201260,ILUMINADOR PARA FOTOGRAFIA 288 LEDS - CÓD: AL866 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL867,7908713201291,REBATEDOR CIRCULAR FOTOGRAFICO 5X1 - CÓD: AL867 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL869,7908713205817,LUPA DE CABEÇA TIPO OCULOS PARA RELOJOEIRO - CÓD: AL869 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL870,7908713205824,LUPA DE CABEÇA TIPO OCULOS PARA RELOJOEIRO - CÓD: AL870 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL876,7908713203561,HOVERKART CARRINHO PARA HOVERBOARD - CÓD: AL876,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL883,7908713205831,ABRIDOR DE VINHOS - SACA ROLHAS AUTOMATICO - CÓDIGO: AL883 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL890-2,7908713207163,MÁQUINA TOSAR TOSQUIADEIRA CARNEIRO OVINO OVELHA CAPRINOS 220V CÓD: AL890 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL891,7908713212112,KIT 5X ELASTICOS PARA EXERCICIO FISICO - CÓD: AL891 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL893-B,7908713206227,ANEL PARA ATIVIDADES FISICAS YOGA E PILATES PRETO - CÓD: AL893-B - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL893-BL,7908713206241,ANEL PARA ATIVIDADES FISICAS YOGA E PILATES AZUL - CÓD: AL893-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL893-GN,7908713206258,ANEL PARA ATIVIDADES FISICAS YOGA E PILATES VERDE - CÓD: AL893-GN - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL893-PK,7908713206265,ANEL PARA ATIVIDADES FISICAS YOGA E PILATES ROSA - CÓD: AL893-PK - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL893-PU,7908713206272,ANEL PARA ATIVIDADES FISICAS YOGA E PILATES ROXO - CÓD: AL893-PU - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL894-B,7908713207125,ROLO PARA ATIVIDADES FISICAS YOGA E PILATES - COR: PRETO - CÓD: AL894-B - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL894-BL,7908713206494,ROLO PARA ATIVIDADES FISICAS YOGA E PILATES - COR: AZUL - CÓD: AL894-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL894-GN,7908713206487,ROLO PARA ATIVIDADES FISICAS YOGA E PILATES - COR: VERDE - CÓD: AL894-GN - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL894-O,7908713206470,ROLO PARA ATIVIDADES FISICAS YOGA E PILATES - COR: LARANJA - CÓD: AL894-O - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL894-PK,7908713206463,ROLO PARA ATIVIDADES FISICAS YOGA E PILATES - COR: ROSA - CÓD: AL894-PK - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL894-PU,7908713206456,ROLO PARA ATIVIDADES FISICAS YOGA E PILATES - COR: ROXO - CÓD: AL894-PU - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL894-R,7908713206449,ROLO PARA ATIVIDADES FISICAS YOGA E PILATES - COR: VERMELHO - CÓD: AL894-R - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL895-BL,7908713207118,DISCO INFLAVEL PARA ATIVIDADES FISICAS - COR: AZUL - CÓD: AL895-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL895-GY,7908713206432,DISCO INFLAVEL PARA ATIVIDADES FISICAS - COR: CINZA - CÓD: AL895-GY - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL895-PK,7908713206425,DISCO INFLAVEL PARA ATIVIDADES FISICAS - COR: ROSA - CÓD: AL895-PK - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL895-PU,7908713206418,DISCO INFLAVEL PARA ATIVIDADES FISICAS - COR: ROXO - CÓD: AL895-PU - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL904-PK,7908713201307,KIT COM 32 PINCÉIS PARA MAQUIAGEM - COR: ROSA - CÓD: AL904-PK - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL905-B,7908713201338,KIT COM 32 PINCÉIS PARA MAQUIAGEM - COR: PRETO - CÓD: AL905-B - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL905-PU,7908713201352,KIT COM 32 PINCÉIS PARA MAQUIAGEM - COR: ROXO - CÓD: AL905-PU - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL910,7908713205848,KIT PINCEIS MAQUIAGEM 24 PÇS C ESTOJO ORGANIZADOR - CÓD: AL910 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL911,7908713203455,ORGANIZADOR DE MAQUIAGEM EM ACRILICO - CÓD: AL911,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL912,7908713203462,ORGANIZADOR DE MAQUIAGEM EM ACRILICO - CÓD: AL912,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL913,7908713203479,ORGANIZADOR DE MAQUIAGEM EM ACRILICO - CÓD: AL913,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL927,7908713201376,GUINCHO MANUAL 4 TONELADAS COM CATRACA - CÓD: AL927 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL928,7908713203752,AERADOR CHAFARIZ PARA PISCICULTURA - CÓD: AL928 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL929-A,7908713211504,MOCHILA DE CAPACIDADE DE 30 LITROS - CÓD: AL929-A - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL929-B,7908713211511,MOCHILA DE CAPACIDADE DE 30 LITROS - CÓD: AL929-B - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL929-D,7908713203509,MOCHILA DE CAPACIDADE DE 30 LITROS - CÓD: AL929-D - COR: VERDE,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL929-F,7908713203516,MOCHILA DE CAPACIDADE DE 30 LITROS - CÓD: AL929-F - COR: VERDE,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL929-G,7908713203523,MOCHILA DE CAPACIDADE DE 30 LITROS - CÓD: AL929-G - COR: VERDE,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL929-H,7908713203530,MOCHILA DE CAPACIDADE DE 30 LITROS - CÓD: AL929-H - COR: VERDE,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL929-I,7908713203547,MOCHILA DE CAPACIDADE DE 30 LITROS - CÓD: AL929-I - COR: VERDE,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL929-L,7908713211993,MOCHILA DE CAPACIDADE DE 30 LITROS - CÓD: AL929-L - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL931-BL,7908713207064,MINI BICICLETA ERGOMETRICA PARA BRACOS E PERNAS - COR: AZUL - COD: AL931-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL931-S,7908713207040,MINI BICICLETA ERGOMETRICA PARA BRACOS E PERNAS - COR: PRATA - COD: AL931-S - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL932,7908713205855,BANHEIRO QUIMICO PORTATIL PARA CAMPING - 20 LITROS - CÓD: AL932 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL933,7908713209198,MEDIDOR DE PH DIGITAL COM FAIXA DE MEDICAO- AL933 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL942,7908713205862,LUPA DE CABECA COM 6 LENTES SUBSTITUIVEIS E LUZ DE LED - CÓD: AL942 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL944,7908713205879,MICROFONE DO TIPO DIRECION COM CABO DE 8M - CÓD.: AL944 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL947,7908713200348,BALANÇA COZINHA 10KG - CÓD: AL947 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL948,7908713211528,CAFETEIRA TIPO ITALIANA CAPACIDADE 6 XICARAS- CÓD: AL948 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL954,7908713205886,TELESCÓPIO ASTRONOMICO 40070 COM TRIPE - CÓD: AL954 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL955,7908713202137,MICROSCÓPIO ÓPTICO ELETRÔNICO DIGITAL PORTÁTIL - CÓD:AL955 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL957,7908713211535,FONTE PHANTOM POWER 110V - CÓD: 957-1 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL957-1,7908713211535,FONTE PHANTOM POWER 110V - CÓD: 957-1 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL957-2,7908713212655,FONTE PHANTOM POWER 220V - CÓD: 957-2 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL965,7908713203325,SOPRADOR SECADOR PROFISSIONAL PET - CÓD AL965,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL966,7908713205893,MASSAGEADOR MUSCULAR PISTOLA 30X - CÓD: AL966 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL975-1,7908713207033,SELADORA A VACUO AUTOMATICA COM RESERVATORIO 110V - CÓD: AL975-1 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL975-2,7908713207026,SELADORA A VACUO AUTOMATICA COM RESERVATORIO 220V - CÓD: AL975-2 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL98,7908713203691,MAQUINA COPIADORA DE CHAVES - TAMANHO: 20X46X50CM - BIVOLT - CÓD: AL98 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL989,7908713203264,AL989 - VASO SANITARIO PORTATIL EM PLASTICO POSSUI VALVULA DE DRENAGEM COM SELAGEM DUPLA PARA PROTEGER CONTRA VAZAMENTOS,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
