sku,ean,descricao,criado_em,atualizado_em
AL6201,7908713209242,BOMBA ELETRICA PARA TRANSFERENCIA DE OLEO DIESEL - CÓD: AL6201 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6202,7908713206647,ADAPTADOR SERRA SABRE PARA FURADEIRA E PARAFUSADEIRA - CÓD: AL6202 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6203,7908713202236,CONJUNTO DE 9 CHAVES DE CAIXA INTERCAMBIÁVEIS - COR: PRATA - CÓD.: AL6203 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6205,7908713202298,KIT DE FERRAMENTAS CONTENDO 50 BROCAS AÇO - CÓD.: AL6205 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6206,7908713202328,KIT DE FERRAMENTAS CONTENDO 10 BROCAS FRESAS EM AÇO - CÓD.: AL6206 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6207,7908713202366,KIT DE FERRAMENTAS CONTENDO 99 BROCAS EM AÇO - CÓD.: AL6207 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6208,7908713202397,KIT DE FERRAMENTAS CONTENDO 6 PECAS ESCAREADORAS EM AÇO - CÓD.: AL6208 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6210,7908713210071,BROCA ESCALONADA DE 4 À 32 MM HSS ESPIRAL PROFISSIONAL - CÓD.: AL6210 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6211,7908713202526,KIT FERRAMENTAS CONTENDO 6 BROCAS PERFURA FAZ ROSCA - CÓD.: AL6211 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6212,7908713202557,BROCA DE 10MM FURO QUADRADO MADEIRA - CÓDIGO: AL6212 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6213,7908713202489,KIT DE FERRAMENTAS CONTENDO 6 BROCAS CORTE LATERAL - CÓD.: AL6213 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6214,7908713202595,CORTADOR DE TUBOS EM METAL - DIAMETRO: 42MM - CÓD.: AL6214 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6215,7908713202649,TRANSFERIDOR MEDIDOR DE GRAU P/ APERTO C/ TORQUIMETRO 1/2 - CÓD.: AL6215 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6216,7908713202700,KIT FERRAMENTAS MACHO E TARRACHA COM 20 PEÇAS - CÓD.: AL6216 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6217,7908713202748,JOGO DE ALICATES DE BICO PARA ANÉIS INTERNOS E EXTERNOS - CÓD.: AL6217 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6219,7908713202830,KIT POLIMENTO AUTOMOTIVO DISCO 125MM FURADEIRA C/ 7 ALMOFADAS - CÓD.: AL6219 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6221,7908713202878,REBITADOR REBITADEIRA ADAPTADOR P/ PARAFUSADEIRA REBITE - CÓD: AL6221 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6222,7908713202908,AFIADOR DE BROCAS METAL/AÇO + REBOLO RESERVA PRONTA ENTREGA - CÓD: AL6222 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6222-BL,7908713209976,AFIADOR DE BROCAS METAL/ACO + REBOLO RESERVA PRONTA ENTREGA - COD: AL6222-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6222-O,7908713209983,AFIADOR DE BROCAS METAL/ACO + REBOLO RESERVA PRONTA ENTREGA - COD: AL6222-O - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6225,7908713202922,SOLDA PLASTICO PARA-CHOQUE FAROL CARENAGEM - CÓD: AL6225,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6226,7908713202946,GUIA PARA SERRA COPOS DIAMANTADAS - CÓIGO: AL6226 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6229,7908713202984,DESENTUPIDOR MANUAL PIA VASO CANO ALTA PRESSÃO - CÓD: AL6229 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6230,7908713202991,IRRIGADOR OSCILANTE 1/2 POL 18 FUROS - CÓD: AL6230 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6231,7908713203004,IRRIGADOR OSCILANTE 1/2 COM 15 FUROS JARDIM GRAMADO 227201 - CÓD: AL6231 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6232,7908713203011,ASPERSOR ALTO ALCANCE 3 SAÍDAS PARA IRRIGAÇÃO BASE 100801 - CÓD: AL6232 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6233,7908713203028,TEMPORIZADOR DE IRRIGACAO - CÓD: AL6233 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6234-G,7908713203042,ORGANIZADOR MESA GAVETA ESCRITÓRIO - COR: VERDE - CÓD: AL6234-G - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6234-PK,7908713203059,ORGANIZADOR MESA GAVETA ESCRITÓRIO - COR: ROSA - CÓD: AL6234-PK - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6234-W,7908713203066,ORGANIZADOR MESA GAVETA ESCRITÓRIO - COR: BRANCO - CÓD: AL6234-W - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6236-PK,7908713203073,MOCHILA GUIA COLEIRA DE SEGURANÇA INFANTIL - COR: ROSA - CÓD: AL6236-PK - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6237-B,7908713203097,ASSENTO CADEIRINHA CARRO CACHORRO E GATOS COR: PRETO - CÓD: AL6237-B - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6237-BL,7908713203110,ASSENTO CADEIRINHA CARRO CACHORRO E GATOS COR: AZUL - CÓD: AL6237-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6237-PK,7908713208115,ASSENTO CADEIRINHA CARRO CACHORRO E GATOS COR: ROSA - CÓD: AL6237-PK - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6237-PK-BL,7908713208498,ASSENTO CADEIRINHA CARRO COR: PRETA E ROSA - CÓD: AL6237-PK-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6238-B,7908713203127,MOCHILA NOTEBOOK ANTI FURTO - COR: PRETO - CÓD: 6238-B - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6238-BL,7908713203134,MOCHILA NOTEBOOK ANTI FURTO - COR: AZUL - CÓD: 6238-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6238-GR,7908713203141,MOCHILA NOTEBOOK ANTI FURTO - COR: CINZA - CÓD: 6238-GR - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6238-R,7908713203158,MOCHILA NOTEBOOK ANTI FURTO - COR: VERMELHO - CÓD: 6238-R - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6239-B,7908713207613,POCHETE IMPERMEÁVEL CORRIDA CAMINHADA CELULAR - COR: PRETO - CÓD.: AL6239-B - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6239-G,7908713210095,POCHETE IMPERMEÁVEL CORRIDA CAMINHADA CELULAR - COR: VERDE - CÓD.: AL6239-G - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6239-G-PK,7908713211863,POCHETE IMPERMEÁVEL CORRIDA CAMINHADA ACADEMIA CELULAR - CÓD.: AL6239-G-PK - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6240-B,7908713204681,POCHETE IMPERMEÁVEL PRETA CORRIDA ACADEMIA MOTO PORTA CELULAR ÁGUA - 6240-B,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6240-BL,7908713207569,POCHETE IMPERMEÁVEL CORRIDA PORTA CELULAR - COR: AZUL - CÓD.: AL6240-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6240-G,7908713203172,POCHETE IMPERMEÁVEL CORRIDA PORTA CELULAR - COR: VERDE - CÓD.: AL6240-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6240-PK,7908713207545,POCHETE IMPERMEÁVEL CORRIDA PORTA CELULAR - COR: ROSA - CÓD.: AL6240-PK - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6241-B,7908713203196,POCHETE TREINO ACADÊMIA COM PORTA GARRAFA DE ÁGUA PRETO - CÓD.: AL6241-B - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6241-G,7908713203202,POCHETE TREINO ACADÊMIA COM PORTA GARRAFA DE ÁGUA CINZA - CÓD.: AL6241-G - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6241-GY,7908713203226,POCHETE TREINO ACADÊMIA COM PORTA GARRAFA DE ÁGUA CINZA - CÓD.: AL6241-GY - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6241-O,7908713207538,POCHETE TREINO ACADÊMIA COM PORTA GARRAFA DE ÁGUA LARANJA - CÓD.: AL6241-O - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6241-PK,7908713211900,POCHETE TREINO ACADÊMIA COM PORTA GARRAFA DE ÁGUA ROSA - CÓD.: AL6241-PK - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6243-B,7908713203233,CINTO HIDRATACAO CORRIDA PRETO C/2 GARRAFAS - CÓDIGO: AL6243-B - MARCA; LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6243-BL,7908713203240,CINTO HIDRATACAO CORRIDA AZUL C/2 GARRAFAS - CÓDIGO: AL6243-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6243-G,7908713203257,CINTO HIDRATACAO CORRIDA VERDE C/2 GARRAFAS - CÓDIGO: AL6243-G - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6244-B,7908713201048,BOLSA TRANSVERSAL MASCULINA - TAMANHO: 32X17X5CM - COR: PRETO - CÓD:AL6244-B - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6244-BL,7908713201086,BOLSA TRANSVERSAL MASCULINA - TAMANHO: 32X17X5CM - COR: AZUL - CÓD:AL6244-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6244-BR,7908713201109,BOLSA TRANSVERSAL MASCULINA - TAMANHO:32X17X5CM - COR: MARROM - CÓD:AL6244-BR - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6244-GR,7908713201130,BOLSA TRANSVERSAL MASCULINA - TAMANHO:32X17X5CM - COR: CINZA - CÓD:AL6244-GR - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6245-B,7908713201154,BOLSA TRANSVERSAL MASCULINA - TAMANHO 29X17X5CM - COR: PRETO - CÓD:AL6245-B - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6245-BL,7908713201178,BOLSA TRANSVERSAL MASCULINA - TAMANHO 29X17X5CM - COR: AZUL - CÓD:AL6245-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6245-G,7908713201185,BOLSA TRANSVERSAL MASCULINA - TAMANHO 29X17X5CM - COR: VERDE - CÓD:AL6245-G - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6245-GR,7908713201215,BOLSA TRANSVERSAL MASCULINA - TAMANHO 29X17X5CM - COR: CINZA - CÓD:AL6245-GR - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6246-A,7908713201222,BOLSA TERMICA PORTATIL COM ALCA UNICORNIO - COR: ROSA - CÓD: AL6246-B - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6246-B,7908713201246,BOLSA TERMICA PORTATIL COM ALCA TIGRE - COR: LARANJA - CÓD: AL6246-B - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6246-C,7908713201277,BOLSA TERMICA PORTATIL COM ALCA PINGUIM - COR: AZUL - CÓD: AL6246-B - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6248,7908713201284,"BICO DE ESGUICHO REGULAVEL - TAMANHO: 9X1,4X1,1CM - CÓD: AL6248 - COR: DOURADO MARCA: LORBEN",2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6249-B,7908713201314,BOLSA MALA UNISSEX PARA VIAGEM ACADEMIA - COR: PRETO - CÓD: AL6249-B - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6249-BL,7908713201345,BOLSA MALA UNISSEX PARA VIAGEM ACADEMIA - COR: AZUL - CÓD: AL6249-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6249-GR,7908713201369,BOLSA MALA UNISSEX PARA VIAGEM ACADEMIA - COR: CINZA - CÓD: AL6249-GR - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6249-GY,7908713208412,BOLSA MALA UNISSEX PARA VIAGEM ACADEMIA - COR: CINZA - CÓD: AL6249-GY - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6249-PK,7908713201383,BOLSA MALA UNISSEX PARA VIAGEM ACADEMIA - COR: ROSA - CÓD: AL6249-PK - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6249-PU,7908713201413,BOLSA MALA UNISSEX PARA VIAGEM ACADEMIA - COR: ROXO - CÓD: AL6249-PU - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6249-R,7908713201420,BOLSA MALA UNISSEX PARA VIAGEM ACADEMIA - COR: VERMELHO - CÓD: AL6249-R - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6252,7908713201536,8 LIXAS DIAMANTADA POLIR MÁRMORE GRANITO COM BUFF E SUPORTE - CÓD: AL6252 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6253-10,7908713201550,RALO CLICK INTELIGENTE EM INOX 15X15 CM + PORTA GRELHA - CÓD.: AL6253-10 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6253-15,7908713207521,RALO CLICK INTELIGENTE EM INOX 15X15 CM + PORTA GRELHA - CÓD: AL6253-15 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6253-20,7908713207514,RARO CLICK INTELIGENTE EM INOX 15X15 CM + PORTA GRELHA - CÓD.: AL6253-20 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6256-B,7908713201581,NECESSAIRE COM GANCHO ORGANIZADORA DE MAQUIAGEM - COR: PRETO - CÓD.: AL6256-B - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6256-PU,7908713207484,NECESSAIRE COM GANCHO ORGANIZADORA DE MAQUIAGEM - COR: ROXO - CÓD.: AL6256-PU - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6264,7908713201628,MOEDOR DE SAL E PIMENTA - AÇO INOX - CÓD: AL6264 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6265,7908713211474,"CONJUNTO DE MOLDE DE SILICONE, LETRAS DO ALFABETO E NUMEROS - CÓD.: AL6265 - MARCA: LORBEN",2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6266-BL,7908713201642,REDE DE PROTEÇÃO REDUTOR BANHEIRA DO BEBÊ - COR: AZUL - CÓD: AL6266-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6266-PK,7908713201666,REDE DE PROTEÇÃO REDUTOR BANHEIRA DO BEBÊ - COR: ROSA - CÓD: AL6266-PK - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6270,7908713209648,"CONJUNTO DE MOLDE DE SILICONE, LETRAS DO ALFABETO E NUMEROS - CÓD.: AL6270 - MARCA: LORBEN",2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6271-BL,7908713201680,"TENDA GAZEBO 2,90X2,90M - COR: AZUL - CÓD: AL6271-BL - MARCA: LORBEN",2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6271-W,7908713201703,"TENDA GAZEBO 2,90X2,90M - COR: BRANCO - CÓD: AL6271-W - MARCA: LORBEN",2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6272-B,7908713206951,TENDA GAZEBO SANFONADA PRETO - CÓD: AL6272-B - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6272-BL,7908713206944,TENDA GAZEBO SANFONADA AZUL - CÓD: AL6272-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6273,7908713201765,MEDIDOR CONTADOR METROS Z96-F TECIDO COURO TEXTIL - CÓD: AL6273 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6274,7908713201789,ARMADILHA GATOEIRA GATOS GAMBAS LAGARTOS E OUTROS - CÓD: AL6274 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6275,7908713206654,ARMADILHA VIVEIRO TIPO GUARDA CHUVA DE 6 ENTRADAS - COR: VERDE - CÓD: AL6275 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6276,7908713201802,ARMADILHA VIVEIRO TIPO GUARDA CHUVA DE 8 ENTRADAS - COR: VERDE - CÓD: AL6276 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6279-GR,7908713201925,BOLSA DE TRANSPORTE DESMONTÁVEL PARA CÃES E GATOS - COR: CINZA - CÓD: AL6279-GR - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6279-PK,7908713201949,BOLSA DE TRANSPORTE DESMONTÁVEL PARA CÃES E GATOS - COR: ROSA - CÓD: AL6279-PK - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6279-W,7908713201956,BOLSA DE TRANSPORTE DESMONTÁVEL PARA CÃES E GATOS - COR: BEGE - CÓD: AL6279-W - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6280-B,7908713201963,MOCHILA DE RODINHA PARA PET - TAMANHO: 39X41X32CM - COR: PRETO CÓD.: AL6280-B - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6280-BR,7908713210279,MOCHILA DE RODINHA PARA PET - TAMANHO: 39X41X32CM - COR: MARROM - COD.: AL6280-BR - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6280-GR,7908713201994,MOCHILA DE RODINHA PARA PET - TAMANHO: 39X41X32CM - COR: MARROM - COD.: AL6280-GR - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6283,7908713206661,CAIXA ACRILICO PORTA LENCOS DE PAPEL - CÓD: AL6283 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6287-BL,7908713207453,MINI VASO SANITARIO INFANTIL PINGUIM - COR: AZUL - CÓD: AL6287-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6287-PK,7908713200188,MINI VASO SANITARIO INFANTIL PINGUIM ROSA - CÓD: AL6287-PK,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6289-BL,7908713200133,REDUTOR DE ASSENTO INFANTIL - COR: AZUL E ASSENTO COLORIDO - CÓD: AL6289-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6289-PK,7908713200539,ASSENTO REDUTOR - CÓD: AL6289-PK - COR: ROSA/COLORIDO - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6290-200,7908713200003,CAFETEIRA ITALIANA AÇO INOX 200 ML 4 XICARAS CAFÉ ORIGINAL - CÓD: AL6290-200 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6290-300,7908713200010,CAFETEIRA ITALIANA AÇO INOX 300 ML 6 XICARAS CAFÉ ORIGINAL - CÓD: AL6290-300 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6290-450,7908713200027,CAFETEIRA ITALIANA AÇO INOX 450ML 9 XICARAS CAFÉ ORIGINAL - CÓD: AL6290-450 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6290-600,7908713209945,CAFETEIRA ITALIANA AÇO INOX 600ML CAFÉ ORIGINAL - AL6290-600 -MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6293,7908713200089,ESCORREDOR DE LOUCAS - TAMANHO: 40X26X37CM - COR: PRATEADO - CÓD: AL6293 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6296,7908713203363,POLITRIZ ORBITAL POLIDOR 127V 120W - AL6296,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6301,7908713210088,HOLOFOTE LUZ DE LED COM SENSOR - CÓDIGO: AL6301 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6306,7908713209341,CAPOTRASTE BRAÇADEIRA PESTANA GUITARRA VIOLÃO - COD.: AL6306 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6309,7908713206685,AFINADOR DIGITAL COM VISOR - CÓD: AL6309 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6310,7908713206692,"VARAL RETRÁTIL CORDA DE AÇO PARA PAREDE - TAMANHO: 2,9M - CÓD: AL6310 - MARCA: LORBEN",2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6311,7908713206708,"VARAL RETRÁTIL CORDA DE AÇO PARA PAREDE - TAMANHO: 2,9M - CÓD: AL6311 - MARCA: LORBEN",2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6312,7908713202076,ILUMINADOR RING LIGHT 26CM COM TRIPE - CÓR: AL6312 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6313,7908713206302,SOFT BOX ESTUDIO LUZ CONTINUA E27 - CÓD: AL6313 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6314,7908713202106,LUNETA LUNAR F36050 TELESCOPIO REFRATOR - CÓD: AL6314 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6317-BL,7908713202175,COMEDOURO GATOS ELEVADO ERGONOMICO INDIVIDUAL - COR: AZUL - CÓD: AL6317-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6317-PK,7908713202199,COMEDOURO GATOS ELEVADO ERGONOMICO INDIVIDUAL - COR: ROSA - CÓD: AL6317-PK - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6317-W,7908713202212,COMEDOURO GATOS ELEVADO ERGONOMICO INDIVIDUAL - COR: BRANCO - CÓD: AL6317-W - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL632,7898707980168,MONÓCULO LUNETA PROFISSIONAL - CÓD: AL632 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6320-B,7908713202243,KIT ROLO BASTAO BOLA BAND LIBERACAO MIOFASCIAL - COR: PRETO - CÓD: AL6320-B - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6320-BL,7908713202267,KIT ROLO BASTAO BOLA BAND LIBERACAO MIOFASCIAL - COR: AZUL - CÓD: AL6320-BL - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6320-O,7908713202281,KIT ROLO BASTAO BOLA BAND LIBERACAO MIOFASCIAL - COR: LARANJA - CÓD: AL6320-O - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6321-B,7908713209020,PAINEL 3D TIJOLO ALTO RELEVO AUTOACOLANTE - COR: PRETO - CÓD: AL6321-B - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6321-BR,7908713209013,PAINEL 3D TIJOLO ALTO RELEVO AUTOACOLANTE - COR: MARROM - CÓD: AL6321-BR - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6321-C,7908713211948,AL6321-C - REVESTIMENTO DECORATIVO DE PAREDE AUTOADESIVO EM PLACAS - MATERIAL DE COMPOSICAO: ACETATO DE VINILA E ETILENO,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6321-GR,7908713209006,PAINEL 3D TIJOLO ALTO RELEVO AUTOACOLANTE - COR: CINZA - CÓD: AL6321-GR - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6321-W,7908713208993,PAINEL 3D TIJOLO ALTO RELEVO AUTOACOLANTE - COR: BRANCO - CÓD: AL6321-W - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6322,7908713202335,PLACAR DE MESA MARCADOR MANUAL DOBRÁVEL CONTADOR DE PONTOS - CÓD: AL6322 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6323,7908713202359,REDE RETRATIL PARA PING PONG / TENIS DE MESA 160CM - CÓD: AL6323 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
